dataID	context	indices_target_token	indices_target_sentence	lemma
51_(1 Corinthians 13:4)	Love is patient, love is kind; love does not envy or boast; it is not arrogant or rude. It does not insist on its own way; it is not irritable or resentful; it does not rejoice at wrongdoing, but rejoices with the truth. Does this sound like any #russians you know?	0:29	0:265	Love is patient, love is kind
52_(1 Corinthians 13:4)	love is patient, love is kind. so i whisper affirmations while rubbing on your spine	0:29	0:84	Love is patient, love is kind
53_(1 Corinthians 13:4)	love is kind and patient, does not seek applause, expects nothing in return, does not bend downward, love is like the wind, you cannot see it, but you feel it 	0:24	0:159	Love is patient, love is kind
54_(1 Corinthians 13:4)	Of course, love is patient, love is kind but also temperamental. Even mutual love is seasonal. Love has its moments, moments that can make us question it. I'm still learning that love is not an assumption, it's a practice	11:40	0:221	Love is patient, love is kind
55_(1 Corinthians 13:4)	Love is patient, love is kind, love is love - you understand that and they don't. May you find a community who sees living the Gospel as you do.	0:29	0:144	Love is patient, love is kind
56_(1 Corinthians 13:4)	What I use to think was love was not not love at all. It was a childhood trauma that looked normal so I accepted it from you... and others. Love is patient, love is kind. Love is restless.	140:169	0:188	Love is patient, love is kind
57_(1 Corinthians 13:4)	 Love is what the trite wedding readings say: love is patient, love is kind.	46:75	0:76	Love is patient, love is kind
58_(1 Corinthians 13:4)	love is PATIENT, love is kind. i am love	0:29	0:40	Love is patient, love is kind
59_(1 Corinthians 13:4)	Never being in love in the first place or not knowing what love is. Love is patient, love is kind; 	68:97	0:99	Love is patient, love is kind
60_(1 Corinthians 13:4)	Happy #MothersDay to all mothers 🥰 !!! May all the love you give to others come back to you. #LOVE is patient, love is kind. It does not envy, it does not boast, it is not proud.	94:123	0:178	Love is patient, love is kind
1171_(1 John 4:8)	Love At It's Best - God is love, so we daily need to be refreshed in His Love. The best living of all is when we live in God's love. Everyone who loves has been born of God and knows God. 8Whoever does not love does not know God, because God is love.	189:249	0:250	Whoever does not love does not know God, because God is love
1172_(1 John 4:8)	Whoever does not love does not know God, because God is love. God showed how much he loved us by sending his one and only Son into the world so that we might have eternal life through him. This is real love - not that we loved God, but that he loved us and sent his Son as a sacrifice to take away our sins.	0:60	0:307	Whoever does not love does not know God, because God is love
1173_(1 John 4:8)	The truth is that God loves everyone. This includes you. His love is not conditional; it is rooted in God's character and based on the fact that He is a God of love. 1 John 4:8 says, "Whoever does not love does not know God, because God is love"	184:244	0:245	Whoever does not love does not know God, because God is love
1174_(1 John 4:8)	Whoever does not love does not know God, because God is love. To truly love, we must first know God. Love starts with God and ends with God because #GodIsLove. Love never fails.	0:60	0:177	Whoever does not love does not know God, because God is love
1175_(1 John 4:8)	If you are reading this, just know that... God loves you 🕊️. He who doesn't love does not know God, for God is love	61:115	0:115	Whoever does not love does not know God, because God is love
1176_(1 John 4:8)	God's Power is Awesome! At the same time, 1 John 4:8 says, "Whoever does not love does not know God, because God is Love." God is love... the magnitude of this is also difficult for us to understand.	60:120	0:199	Whoever does not love does not know God, because God is love
1177_(1 John 4:8)	The Bible says "Whoever does not love does not know God, because God is love." So one of the best ways to connect with God is to cultivate your own capacity for love (which includes kindness, compassion, friendship, and charity).	16:76	0:229	Whoever does not love does not know God, because God is love
1178_(1 John 4:8)	Love is one of God's most central attributes. The Scriptures tell us that “Whoever does not love does not know God, because God is love." God's love is clearly shown in His plan for our salvation, which was worked out through His only Son as a sacrifice for us.	75:135	0:261	Whoever does not love does not know God, because God is love
1179_(1 John 4:8)	Whoever does not love does not know God, because God is love. All Mighty God loves us just the way we are AND too much to leave us that way. May we not resent leaving useless, mean, unholy, inequitable, unGodly, ... ways behind and grasp and hold dear to God's ways of doing and being right, amen.	0:60	0:297	Whoever does not love does not know God, because God is love
1180_(1 John 4:8)	At the same time, 1 John 4:8 says, "Whoever does not love does not know God, because God is Love." God is love... the magnitude of this is also difficult for us to understand. The most compassion, care, empathy, sympathy, sacrifice, we can feel or express is just a drop compared to God's love, because God is Love.	36:96	0:315	Whoever does not love does not know God, because God is love
1181_(1 John 4:8)	Whoever does not love does not know God, because God is love. I don't think some people understand this God is Love - this IS WHO GOD IS!! -Our REDEEMER WHO IS MIGHTY TO SAVE	0:60	0:174	Whoever does not love does not know God, because God is love
1182_(1 John 4:8)	Furthermore, God has given us a spirit of love. Love is a foundational characteristic of God Himself, as stated in 1 John 4:8, "Whoever does not love does not know God, because God is love."	128:188	0:190	Whoever does not love does not know God, because God is love
1183_(1 John 4:8)	Whoever does not love does not know God, because God is love. [He is the originator of love, and it is an enduring attribute of His nature. If all they do is cause you hurt, they are not of God!	0:60	0:194	Whoever does not love does not know God, because God is love
1184_(1 John 4:8)	Stand strong and know love (God) never fail. Whoever does not love does not know God, because God is love. I love you, God Bless! Sometimes we think we love someone or are in love when it's only infatuation and desires that promote happiness through luxury and fame/attention.	45:105	0:276	Whoever does not love does not know God, because God is love
1185_(1 John 4:8)	Whoever does not love does not know God, because God is love. Those little funny feelings you get around a person are just emotions. They don't last. Love is not a feeling. That is why over half of people who do marry end up with divorced, because they got deceived by their feelings.	0:60	0:284	Whoever does not love does not know God, because God is love
1186_(1 John 4:8)	Good morning Saints! In the eyes of God, Love is the most powerful, beautiful and important quality in His people. Have a great day! "Whoever does not love does not know God, because God is love."	134:194	0:196	Whoever does not love does not know God, because God is love
1187_(1 John 4:8)	But we know cops don't kill trans people, only religious pagans kill in the name of christ and use his cross as justification to kill. "Whoever does not love does not know God, because God is love."	136:196	0:198	Whoever does not love does not know God, because God is love
1188_(1 John 4:8)	There is no excuse for not LOVing. Whoever does not love does not know God, because God is love.	35:95	0:96	Whoever does not love does not know God, because God is love
1189_(1 John 4:8)	Whoever does not love does not know God, because God is love. By this the love of God was manifested in us, that God has sent His only begotten Son into the world so that we might live through Him.	0:60	0:197	Whoever does not love does not know God, because God is love
1190_(1 John 4:8)	"Whoever does not love does not know God, because God is love." "Loving" is not merely an activity of God, nor is love an attribute, per se, but God IS love. The human capacity to love is a gift from God. Without God, love cannot be defined or even exist. God is love.	1:61	0:268	Whoever does not love does not know God, because God is love
1191_(1 John 4:8)	Whoever does not love does not know God, because God is love. When we talk about the love of God, it's actually the demonstration of the righteousness of God. The love of God is the righteousness of God at work. Why does God love? It's because of His righteousness.	0:60	0:265	Whoever does not love does not know God, because God is love
1192_(1 John 4:8)	No, love is all it takes to know God."Whoever does not love does not know God, because God is love."	38:98	0:100	Whoever does not love does not know God, because God is love
1193_(1 John 4:8)	I may not be part of the LGBTQ group myself, but I support you all. You are all valid!"Whoever does not love does not know God, because God is love."	87:147	0:149	Whoever does not love does not know God, because God is love
1194_(1 John 4:8)	Whoever does not love does not know God, because God is love. Love is not self serving. If your view of God is that His ultimate purpose in all He does is for His own glory and not to express His love then your God is a liar.	0:60	0:225	Whoever does not love does not know God, because God is love
1195_(1 John 4:8)	Wow, I just remembered an interaction I had with an LGBTQ "Christian." Their claim was that we can't know God, and they also claimed that they knew love better than me. I brought up 1 John 4:8 "Whoever does not love does not know God, because God is love", and of course they called me hateful for that. What do you think this means for LGBTQ?	194:254	0:343	Whoever does not love does not know God, because God is love
1196_(1 John 4:8)	I accept your apology. Also, you've got a problem: 1 John 4:8 explicitly equates man's love with God's love: "Whoever does not love does not know God, because God is love"	110:170	0:171	Whoever does not love does not know God, because God is love
1197_(1 John 4:8)	Whoever does not love does not know God, because God is love. How can someone know how to love if u don't know the Almighty God and what He did for u through His Son Jesus Christ (Rom. 5:8)? One might die for a good person, but how bout u? R u a good person?	0:60	0:258	Whoever does not love does not know God, because God is love
1198_(1 John 4:8)	God is love, you don't know God, and you believe Love is harmful, i.e. you don't know what love is. Sad. "Whoever does not love does not know God, because God is love."	106:166	0:168	Whoever does not love does not know God, because God is love
1199_(1 John 4:8)	Correction, love is not love. God is love. "Whoever does not love does not know God, because God is love. In this the love of God was made manifest among us, that God sent his only Son into the world, so that we might live through him"	44:104	0:235	Whoever does not love does not know God, because God is love
1051_(1 Samuel 16:7)	Transgenderism is a contradiction of God. God does not make mistakes. God doesn't put people in the 'wrong body'"The LORD does not look at the things people look at. People look at the outward appearance, but the LORD looks at the heart."	113:236	0:238	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1052_(1 Samuel 16:7)	Lmao, judging others based on appearance is very christian of you.'.. The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart.'	70:193	0:195	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1053_(1 Samuel 16:7)	But the Lord said to Samuel: Do not consider his appearance or his height, for I have rejected him. The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart. God can not prejudge 🙏	100:223	0:247	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1054_(1 Samuel 16:7)	"The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart." When he said what he said the Lord knew what he meant...For us we might have misunderstood him... but we heard what we heard	1:124	0:251	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1055_(1 Samuel 16:7)	We can be so grateful that our God sees into our hearts. The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart.	57:180	0:181	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1056_(1 Samuel 16:7)	Goodness, so edgy and dark. I might suggest a walk outside, some time in nature. "The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart." With such concern and strong feelings for yoga teachers, long hair and yoga...	82:205	0:286	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1057_(1 Samuel 16:7)	God Sees. Your Deeper Being. But the Lord said to Samuel, 'Do not consider his appearance or his height, for I have rejected him. The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart.	130:253	0:254	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1058_(1 Samuel 16:7)	"But the Lord said to Samuel, 'Do not consider his appearance or his height, for I have rejected him. The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart." Just about sums it up really.	102:225	0:257	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1059_(1 Samuel 16:7)	When God measures a person, He puts the tape around the heart instead of the head. Don't judge by a man's face or height... Men judge by outward appearance, but I look at a man's thoughts and intentions. The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart	204:327	0:327	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1060_(1 Samuel 16:7)	As a member of the Church, do you realize the damage comments like this are doing? Our Savior DOES NOT CARE how you dress to go to church. "The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart."	140:263	0:265	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1061_(1 Samuel 16:7)	Our value is not based on the standards of this fallen world. Our value is found in Jesus Christ and who He declares us to be! "The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart."	128:251	0:253	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1062_(1 Samuel 16:7)	You might be singing in harmony, but I know you’re out of tune with me and with others in the fellowship. People make judgments based on outward appearances, but the Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart	162:285	0:285	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1063_(1 Samuel 16:7)	Who am I? Not judged based on what others see. But the Lord said to Samuel, "Do not consider his appearance or his height, for I have rejected him. The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart."	148:271	0:273	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1064_(1 Samuel 16:7)	Do you believe in GOD ✝ 🙏 🛐, do you have that courage? But the Lord said to Samuel, 'Do not consider his appearance or his height, for I have rejected him. The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart.	156:279	0:280	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1065_(1 Samuel 16:7)	Don't be deceived: But the Lord said to Samuel, "Do not consider his appearance or his height, for I have rejected him. The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart."Adios Friends.	120:243	0:259	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1066_(1 Samuel 16:7)	Healed and Whole"For The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart." Throughout His ministry on earth, Jesus always got to the root of things. He didn’t just give band-aids to people;	21:144	0:261	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1067_(1 Samuel 16:7)	"The LORD does not look at the things people look at. People look at the outward appearance, but the LORD looks at the heart."How’s your heart?	1:124	0:143	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1068_(1 Samuel 16:7)	But the Lord said to Samuel, "Do not consider his appearance or his height, for I have rejected him. The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart." God reveals the difference between himself and the world here when it comes to judging people. Man looks at appearance. This is why humankind spends so much time, energy, and money to look like a person of status.	101:224	0:440	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1069_(1 Samuel 16:7)	With doors that are open you have NO idea what is on the other side. Never judge an opportunity by the quality of a door. I promise you you could miss out on something amazing if you do that. The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart.	192:315	0:316	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1070_(1 Samuel 16:7)	"The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart." O Lord, help us not to judge others by appearance alone but strive to discern their inner qualities. Amen.	1:124	0:233	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1071_(1 Samuel 16:7)	For The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart. When we begin to see people through God’s eyes, our focus will change from looks to life	4:127	0:217	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1072_(1 Samuel 16:7)	The Heart Above All. The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart	21:144	0:144	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1073_(1 Samuel 16:7)	How I know God isn’t racist..."for The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart." The Almighty doesn’t care if you are red, green, purple, black or white. As long as you obey His word	35:158	0:262	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1074_(1 Samuel 16:7)	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart. In the eyes of God, we are beautiful and infinitely valuable. That is because He knows our heart. ❤️	0:123	0:225	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1075_(1 Samuel 16:7)	Transgender people don't believe God made a mistake. We believe the doctor who assigned our gender at birth did. "For The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart." Hope this helps! <3	118:241	0:263	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1076_(1 Samuel 16:7)	The heart is what you are, in the secrecy of your thoughts & feelings, when nobody knows but God. & what you are at the invisible root matters as much to God as what you are at the visible branch. The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart.	197:320	0:321	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1077_(1 Samuel 16:7)	Jesus Christ the son of God chose to come from the earthly lineage of a prostitute called Rahab, What does that say about how God views us? the scripture says "The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart."	160:283	0:285	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1078_(1 Samuel 16:7)	You're nose is beautiful the way God made it. Ignore them."The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart."	59:182	0:184	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
1079_(1 Samuel 16:7)	The color of His skin is not important. But the Lord said to Samuel, the Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart.	69:192	0:193	The Lord does not look at the things people look at. People look at the outward appearance, but the Lord looks at the heart
0_(1 Timothy 2:12)	I love my female pastor. She preaches happy, joy, joy. love, love. Who made the rules about who can be a pastor? "But I suffer a woman not to teach, nor to usurp authority over a man, but to be in silence."	114:204	0:206	But I suffer not a woman to teach, nor to usurp authority
1_(1 Timothy 2:12)	Oh, how I love the commentaries of old! They weren't politically correct at all. "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence.-The whole purpose of these weighty admonitions of the great founder of the Gentile Churches relegates Christian women to their own legitimate sphere of action and influence-the quiet of their own homes."	82:139	0:379	But I suffer not a woman to teach, nor to usurp authority
2_(1 Timothy 2:12)	Women are not called to be Preachers according to the Word of God. If you go to a Church that has one you need to leave, and find a real Bible believing Church. But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence. For Adam was first formed, then Eve. And Adam was not deceived, but the woman being deceived was in the transgression.	161:218	0:373	But I suffer not a woman to teach, nor to usurp authority
3_(1 Timothy 2:12)	But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence. Paul is pretty clear here . One's salvation does not hinge on it but if we are in defiance of clear Biblical order, we definitely have a serious problem.	0:57	0:247	But I suffer not a woman to teach, nor to usurp authority
4_(1 Timothy 2:12)	Or that we have actually read a New Testament. Bible patriarchal (father first). "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence. For Adam was first formed, then Eve." Reason given in text is patriarchy.	82:139	0:249	But I suffer not a woman to teach, nor to usurp authority
5_(1 Timothy 2:12)	The rise of the God squad in congress among conservative females has me thinking, did all these voters who claim to be Christian sleep through Bible Study? "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence." RSV: "I permit no woman to teach or to have authority over men; she is to keep silent." "I do not allow them to teach or to have authority over men; they must keep quiet." The moral here is among the conservative camp? Women do not belong in congress.	157:214	0:503	But I suffer not a woman to teach, nor to usurp authority
6_(1 Timothy 2:12)	How about "Headship" in Christianity? How many female priests or pastors do you know? "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence." The same thing happens in every religion. Extremists rise and women become chattel.	87:144	0:265	But I suffer not a woman to teach, nor to usurp authority
7_(1 Timothy 2:12)	No, Patriarchal Rule is inherent to Nature. Adam was first formed then Eve for him. "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence. For Adam was first formed, then Eve."	85:142	0:216	But I suffer not a woman to teach, nor to usurp authority
8_(1 Timothy 2:12)	I do not permit a woman to teach or to exercise authority over a man; rather, she is to remain quiet. But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence.	102:159	0:195	But I suffer not a woman to teach, nor to usurp authority
9_(1 Timothy 2:12)	In my opinion, women are the crown/cream of the crop and lack nothing in smartness/ capabilities. But an overseer/ elder is not a role appointed to her in the Lord's church. "But I suffer not a woman to teach, nor to usurp authority over the man"	175:232	0:246	But I suffer not a woman to teach, nor to usurp authority
10_(1 Timothy 2:12)	All women preachers are false prophets but people would rather skip these verses: "But I suffer not a woman to teach, nor to usurp authority over the man". Let your women keep silence in the churches: for it is not permitted unto them to speak.	83:140	0:244	But I suffer not a woman to teach, nor to usurp authority
11_(1 Timothy 2:12)	Did your husband give you permission to tweet this? "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence."	53:110	0:147	But I suffer not a woman to teach, nor to usurp authority
12_(1 Timothy 2:12)	I grew up Catholic. Women were made from a rib according to your fake god. Let's see what the Bible that you've definitely read has to say about women though... "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence."	162:219	0:256	But I suffer not a woman to teach, nor to usurp authority
13_(1 Timothy 2:12)	Christianity is not only bigoted, but misogynistic. Take a look at this misogynistic statement from their holy book The Bible "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence."	127:184	0:221	But I suffer not a woman to teach, nor to usurp authority
14_(1 Timothy 2:12)	Woman you are not allowed to talk back to a man Stay silent as your god wanted But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence.	79:136	0:172	But I suffer not a woman to teach, nor to usurp authority
15_(1 Timothy 2:12)	You're wrong. And you're demonstrating your ignorance of God's word as a woman who seems to think she can teach God's Word (always leads to heresy). "Let the woman learn in silence with all subjection. But I suffer not a woman to teach, nor to usurp authority over the man".	202:259	0:274	But I suffer not a woman to teach, nor to usurp authority
16_(1 Timothy 2:12)	She calls herself a Conservative Christian. I hate to burst her bubble, but I doubt she's read the Beatitudes. Or how much Christ despised conservatives, the wealthy and greedy. bible: But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence	185:242	0:277	But I suffer not a woman to teach, nor to usurp authority
17_(1 Timothy 2:12)	A real woman would know her place and keep her mouth shut. Either you're a man Marci or you're disobeying your god. "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence."	117:174	0:211	But I suffer not a woman to teach, nor to usurp authority
18_(1 Timothy 2:12)	But I suffer not a woman to teach, nor usurp authority over the man but to be in silence thats a man job jesus choose twelve male apostle no where in scripture tells us that women were call to preach what were written afore time was written for our learning	0:54	0:257	But I suffer not a woman to teach, nor to usurp authority
19_(1 Timothy 2:12)	But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence. Let a woman learn quietly with all submissiveness. I do not permit a woman to teach or to exercise authority over a man; rather, she is to remain quiet.	0:57	0:246	But I suffer not a woman to teach, nor to usurp authority
20_(1 Timothy 2:12)	But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence. Let's see the reaction!	0:57	0:117	But I suffer not a woman to teach, nor to usurp authority
21_(1 Timothy 2:12)	But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence. Zip it lady.	0:57	0:106	But I suffer not a woman to teach, nor to usurp authority
22_(1 Timothy 2:12)	Hi Megan could you help me understand what 1 Timothy 2:12 plainly says? - "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence."	75:132	0:169	But I suffer not a woman to teach, nor to usurp authority
23_(1 Timothy 2:12)	If you were a true Christian, your beliefs would enslave you. You have no freedom in Christianity. No woman does. By Old testament standards, you're chattel.. "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence."	160:217	0:254	But I suffer not a woman to teach, nor to usurp authority
24_(1 Timothy 2:12)	Since i was raised christian one of the verses that confirmed to me that i couldn't reconcile my feminist beliefs with the religion was 1 timothy 2:12. But i suffer not a woman to teach, nor to usurp authority over the man, but to be in silence.	152:209	0:245	But I suffer not a woman to teach, nor to usurp authority
25_(1 Timothy 2:12)	"But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence." You shouldn't base your belief and faith off of women	1:58	0:149	But I suffer not a woman to teach, nor to usurp authority
26_(1 Timothy 2:12)	Considering the same guy wrote "But I suffer not a woman to teach, nor to usurp authority over the man". Yeah, it's an abused verse by people who think reality is oppressive and stats are a conspiracy.	32:89	0:201	But I suffer not a woman to teach, nor to usurp authority
27_(1 Timothy 2:12)	What saith the scriptures. But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence. Not to teach. To be silent 🤫. So please, be silent	27:84	0:171	But I suffer not a woman to teach, nor to usurp authority
28_(1 Timothy 2:12)	Are you thinking like you have some kind of authority? God doesn't think so! But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence.	77:134	0:170	But I suffer not a woman to teach, nor to usurp authority
29_(1 Timothy 2:12)	Oh you like the Bible huh? But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence. So why don't you shut your mouth and get back in the kitchen like the Bible says	27:84	0:201	But I suffer not a woman to teach, nor to usurp authority
30_(1 Timothy 2:12)	Love is a flame that burns so bright. It fills our hearts with pure delight. It's a feeling that we can't ignore. A force that we can't help but adore. Love is patient, love is kind. It's a bond that's hard to find. So cherish love, and hold it dear. For it's a gift that's always near	152:181	0:285	But I suffer not a woman to teach, nor to usurp authority
573_(2 Corinthians 5:17)	"Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come." No matter what you've done till now, whether cultism, prostitution, robbery, etc. Jesus is ready to forgive and cleanse you now.	58:107	0:238	The old has passed away; behold, the new has come
574_(2 Corinthians 5:17)	Today the Lord carried me into a new season in life. Humbled to be called. Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come.	132:181	0:182	The old has passed away; behold, the new has come
