instanceID	label	comment	annotator
pair_46_(Ephesians 5:25)	2		Nisha
pair_27_(Jeremiah 17:9)	3		Nisha
pair_12_(1 Samuel 16:7)	3		Nisha
pair_20_(Jeremiah 17:9)	2		Nisha
pair_26_(Hebrews 11:1)	2		Nisha
pair_85_(Exodus 20:3)	1		Nisha
pair_17_(Hebrews 11:1)	2		Nisha
pair_96_(1 John 4:8)	3		Nisha
pair_42_(1 John 4:8)	3		Nisha
pair_38_(John 8:32)	1		Nisha
pair_117_(2 Corinthians 5:7)	1		Nisha
pair_102_(2 Corinthians 5:7)	3		Nisha
pair_37_(John 8:32)	1		Nisha
pair_144_(1 John 4:8)	2		Nisha
pair_25_(1 John 4:8)	3		Nisha
pair_126_(Ephesians 5:25)	3		Nisha
pair_79_(John 8:32)	1		Nisha
pair_45_(Hebrews 11:1)	3		Nisha
pair_123_(John 8:32)	1		Nisha
pair_8_(2 Corinthians 5:17)	2		Nisha
pair_71_(Ephesians 5:25)	3		Nisha
pair_129_(2 Corinthians 5:7)	2		Nisha
pair_79_(Hebrews 11:1)	3		Nisha
pair_121_(1 Samuel 16:7)	1		Nisha
pair_77_(1 John 4:8)	2		Nisha
pair_70_(Hebrews 11:1)	3		Nisha
pair_18_(Hebrews 11:1)	3		Nisha
pair_77_(2 Corinthians 5:17)	1		Nisha
pair_115_(Genesis 1:1)	1		Nisha
pair_35_(1 John 4:8)	2		Nisha
pair_139_(Jeremiah 17:9)	1		Nisha
pair_19_(Exodus 20:3)	1		Nisha
pair_68_(Hebrews 11:1)	2		Nisha
pair_76_(Exodus 20:3)	1		Nisha
pair_56_(1 Samuel 16:7)	2		Nisha
pair_132_(Jeremiah 17:9)	2		Nisha
pair_9_(John 8:32)	1		Nisha
pair_130_(Hebrews 11:1)	3		Nisha
pair_23_(1 Samuel 16:7)	3		Nisha
pair_28_(Ephesians 5:25)	2		Nisha
pair_136_(John 8:32)	1		Nisha
pair_86_(Hebrews 11:1)	2		Nisha
pair_123_(Hebrews 11:1)	3		Nisha
pair_114_(Ephesians 5:25)	2		Nisha
pair_99_(Ephesians 5:25)	4		Nisha
pair_39_(John 8:32)	2		Nisha
pair_9_(Jeremiah 17:9)	2		Nisha
pair_41_(Genesis 1:1)	2		Nisha
pair_69_(Exodus 20:3)	1		Nisha
pair_15_(Exodus 20:3)	4		Nisha
pair_120_(1 Samuel 16:7)	3		Nisha
pair_138_(Exodus 20:3)	2		Nisha
pair_14_(Hebrews 11:1)	3		Nisha
pair_132_(Ephesians 5:25)	3		Nisha
pair_5_(1 Samuel 16:7)	2		Nisha
pair_114_(1 John 4:8)	3		Nisha
pair_134_(Ephesians 5:25)	4		Nisha
pair_125_(2 Corinthians 5:17)	2		Nisha
pair_46_(Hebrews 11:1)	2		Nisha
pair_65_(Exodus 20:3)	1		Nisha
pair_108_(2 Corinthians 5:17)	1		Nisha
pair_49_(John 8:32)	2		Nisha
pair_116_(1 John 4:8)	3		AndreaMariaC
pair_131_(Genesis 1:1)	1		AndreaMariaC
pair_114_(Jeremiah 17:9)	2		AndreaMariaC
pair_111_(Hebrews 11:1)	1		AndreaMariaC
pair_135_(Exodus 20:3)	2		AndreaMariaC
pair_10_(Exodus 20:3)	1		AndreaMariaC
pair_57_(Ephesians 5:25)	2		AndreaMariaC
pair_9_(2 Corinthians 5:7)	3		AndreaMariaC
pair_124_(Jeremiah 17:9)	1		AndreaMariaC
pair_137_(Ephesians 5:25)	4		AndreaMariaC
pair_112_(1 Samuel 16:7)	2		AndreaMariaC
pair_135_(1 Samuel 16:7)	2		AndreaMariaC
pair_39_(1 John 4:8)	2		AndreaMariaC
pair_8_(Jeremiah 17:9)	2		AndreaMariaC
pair_93_(Jeremiah 17:9)	3		AndreaMariaC
pair_59_(2 Corinthians 5:17)	2		AndreaMariaC
pair_22_(Hebrews 11:1)	2		AndreaMariaC
pair_104_(Exodus 20:3)	1		AndreaMariaC
pair_73_(2 Corinthians 5:7)	2		AndreaMariaC
pair_68_(2 Corinthians 5:7)	2		AndreaMariaC
pair_50_(Jeremiah 17:9)	3		AndreaMariaC
pair_62_(Hebrews 11:1)	1		AndreaMariaC
pair_51_(Hebrews 11:1)	2		AndreaMariaC
pair_111_(2 Corinthians 5:7)	3		AndreaMariaC
pair_43_(2 Corinthians 5:17)	3		AndreaMariaC
pair_34_(John 8:32)	1		AndreaMariaC
pair_26_(Jeremiah 17:9)	2		AndreaMariaC
pair_116_(Genesis 1:1)	2		AndreaMariaC
pair_94_(John 8:32)	1		AndreaMariaC
pair_99_(2 Corinthians 5:7)	2		AndreaMariaC
pair_106_(John 8:32)	2		AndreaMariaC
pair_34_(2 Corinthians 5:17)	2		AndreaMariaC
pair_76_(John 8:32)	2		AndreaMariaC
pair_77_(Genesis 1:1)	4		AndreaMariaC
pair_76_(Hebrews 11:1)	2		AndreaMariaC
pair_122_(2 Corinthians 5:17)	2		AndreaMariaC
pair_26_(1 John 4:8)	3		AndreaMariaC
pair_55_(Jeremiah 17:9)	2		AndreaMariaC
pair_8_(John 8:32)	1		AndreaMariaC
pair_46_(1 Samuel 16:7)	4		AndreaMariaC
pair_67_(1 John 4:8)	3		AndreaMariaC
pair_132_(1 Samuel 16:7)	1		AndreaMariaC
pair_109_(Jeremiah 17:9)	2		AndreaMariaC
pair_140_(2 Corinthians 5:17)	2		AndreaMariaC
pair_32_(2 Corinthians 5:17)	3		AndreaMariaC
pair_87_(Hebrews 11:1)	3		AndreaMariaC
pair_141_(1 Samuel 16:7)	3		AndreaMariaC
pair_147_(2 Corinthians 5:17)	3		AndreaMariaC
pair_54_(1 John 4:8)	4		AndreaMariaC
pair_57_(Genesis 1:1)	2		AndreaMariaC
pair_149_(Jeremiah 17:9)	2		AndreaMariaC
pair_146_(Jeremiah 17:9)	2		AndreaMariaC
pair_53_(Jeremiah 17:9)	2		AndreaMariaC
pair_132_(Jeremiah 17:9)	3		AndreaMariaC
pair_61_(Hebrews 11:1)	2		AndreaMariaC
pair_6_(Hebrews 11:1)	2		AndreaMariaC
pair_85_(1 Samuel 16:7)	2		AndreaMariaC
pair_20_(2 Corinthians 5:7)	2		AndreaMariaC
pair_124_(Hebrews 11:1)	2		AndreaMariaC
pair_126_(Jeremiah 17:9)	3		AndreaMariaC
pair_117_(1 Samuel 16:7)	2		AndreaMariaC
pair_24_(Exodus 20:3)	2		Nisha
pair_134_(Genesis 1:1)	1		Nisha
pair_47_(Exodus 20:3)	2		Nisha
pair_97_(Hebrews 11:1)	2		Nisha
pair_62_(2 Corinthians 5:17)	2		Nisha
pair_26_(2 Corinthians 5:7)	4		Nisha
pair_57_(Hebrews 11:1)	2		Nisha
pair_84_(Hebrews 11:1)	1		Nisha
pair_13_(Jeremiah 17:9)	1		Nisha
pair_132_(Genesis 1:1)	3		Nisha
pair_9_(1 Samuel 16:7)	3		Nisha
pair_127_(2 Corinthians 5:7)	3		Nisha
pair_66_(Hebrews 11:1)	3		Nisha
pair_33_(1 Samuel 16:7)	1		Nisha
pair_51_(Ephesians 5:25)	3		Nisha
pair_87_(Jeremiah 17:9)	1		Nisha
pair_80_(John 8:32)	2		AndreaMariaC
pair_54_(Jeremiah 17:9)	2		AndreaMariaC
pair_104_(Jeremiah 17:9)	2		AndreaMariaC
pair_77_(2 Corinthians 5:17)	2		AndreaMariaC
pair_108_(Ephesians 5:25)	4		AndreaMariaC
pair_81_(1 John 4:8)	3		AndreaMariaC
pair_86_(Ephesians 5:25)	2		AndreaMariaC
pair_56_(Jeremiah 17:9)	3		AndreaMariaC
pair_138_(1 John 4:8)	3		AndreaMariaC
pair_28_(Genesis 1:1)	2		AndreaMariaC
pair_29_(2 Corinthians 5:7)	3		AndreaMariaC
pair_148_(2 Corinthians 5:7)	2		AndreaMariaC
pair_38_(2 Corinthians 5:17)	2		AndreaMariaC
pair_54_(Genesis 1:1)	1		AndreaMariaC
pair_47_(John 8:32)	2		AndreaMariaC
pair_38_(Jeremiah 17:9)	2		AndreaMariaC
pair_141_(Genesis 1:1)	2		AndreaMariaC
pair_145_(Ephesians 5:25)	2		AndreaMariaC
pair_14_(Hebrews 11:1)	3		AndreaMariaC
pair_48_(Jeremiah 17:9)	1		AndreaMariaC
pair_77_(1 Samuel 16:7)	1		AndreaMariaC
pair_27_(John 8:32)	3		AndreaMariaC
pair_0_(Exodus 20:3)	2		AndreaMariaC
pair_128_(1 Samuel 16:7)	4		AndreaMariaC
pair_118_(Genesis 1:1)	2		AndreaMariaC
pair_30_(John 8:32)	3		AndreaMariaC
pair_79_(2 Corinthians 5:7)	2		AndreaMariaC
pair_132_(2 Corinthians 5:17)	3		AndreaMariaC
pair_82_(2 Corinthians 5:17)	3		AndreaMariaC
pair_137_(2 Corinthians 5:7)	2		AndreaMariaC
pair_67_(Ephesians 5:25)	3		AndreaMariaC
pair_131_(Exodus 20:3)	4		AndreaMariaC
pair_144_(1 John 4:8)	3		AndreaMariaC
pair_146_(2 Corinthians 5:17)	1		AndreaMariaC
pair_73_(Ephesians 5:25)	3		AndreaMariaC
pair_79_(Genesis 1:1)	1		AndreaMariaC
pair_49_(John 8:32)	2		AndreaMariaC
pair_83_(1 John 4:8)	3		AndreaMariaC
pair_1_(Jeremiah 17:9)	2		AndreaMariaC
pair_77_(John 8:32)	2		AndreaMariaC
pair_14_(1 Samuel 16:7)	3		AndreaMariaC
pair_106_(2 Corinthians 5:17)	2		AndreaMariaC
pair_75_(1 John 4:8)	3		AndreaMariaC
pair_89_(1 John 4:8)	3		AndreaMariaC
pair_40_(2 Corinthians 5:7)	3		AndreaMariaC
pair_140_(Exodus 20:3)	3		AndreaMariaC
pair_13_(1 John 4:8)	3		AndreaMariaC
pair_111_(1 Samuel 16:7)	1		AndreaMariaC
pair_17_(2 Corinthians 5:7)	2		AndreaMariaC
pair_18_(2 Corinthians 5:17)	2		AndreaMariaC
pair_92_(Hebrews 11:1)	4		AndreaMariaC
pair_96_(Exodus 20:3)	2		AndreaMariaC
pair_129_(Ephesians 5:25)	2		AndreaMariaC
pair_103_(1 Samuel 16:7)	3		AndreaMariaC
pair_8_(Exodus 20:3)	2		AndreaMariaC
pair_145_(Genesis 1:1)	2		AndreaMariaC
pair_115_(Ephesians 5:25)	3		AndreaMariaC
pair_37_(John 8:32)	2		AndreaMariaC
pair_139_(John 8:32)	3		AndreaMariaC
pair_33_(Genesis 1:1)	2		AndreaMariaC
pair_91_(Genesis 1:1)	2		AndreaMariaC
pair_94_(2 Corinthians 5:7)	2		AndreaMariaC
pair_112_(Exodus 20:3)	3		AndreaMariaC
pair_18_(Exodus 20:3)	2		AndreaMariaC
pair_3_(2 Corinthians 5:17)	2		AndreaMariaC
pair_45_(Exodus 20:3)	2		AndreaMariaC
pair_93_(Exodus 20:3)	3		AndreaMariaC
pair_118_(Ephesians 5:25)	3		AndreaMariaC
pair_7_(John 8:32)	2		AndreaMariaC
pair_23_(1 Samuel 16:7)	2		AndreaMariaC
pair_71_(Exodus 20:3)	2		AndreaMariaC
pair_0_(2 Corinthians 5:7)	3		AndreaMariaC
pair_29_(John 8:32)	2		AndreaMariaC
pair_32_(Genesis 1:1)	3		AndreaMariaC
pair_131_(2 Corinthians 5:17)	3		AndreaMariaC
pair_80_(2 Corinthians 5:17)	3		AndreaMariaC
pair_126_(1 John 4:8)	3		AndreaMariaC
pair_109_(1 Samuel 16:7)	3		AndreaMariaC
pair_97_(John 8:32)	2		AndreaMariaC
pair_104_(2 Corinthians 5:7)	3		AndreaMariaC
pair_33_(1 Samuel 16:7)	3		AndreaMariaC
pair_61_(John 8:32)	2		AndreaMariaC
pair_86_(2 Corinthians 5:7)	3		AndreaMariaC
pair_146_(Exodus 20:3)	2		AndreaMariaC
pair_32_(Hebrews 11:1)	3		AndreaMariaC
pair_91_(1 John 4:8)	3		AndreaMariaC
pair_92_(2 Corinthians 5:7)	3		AndreaMariaC
pair_36_(Jeremiah 17:9)	2		AndreaMariaC
pair_115_(Jeremiah 17:9)	3		AndreaMariaC
pair_43_(2 Corinthians 5:7)	2		AndreaMariaC
pair_42_(1 Samuel 16:7)	2		AndreaMariaC
pair_19_(Jeremiah 17:9)	2		AndreaMariaC
pair_2_(Genesis 1:1)	2		AndreaMariaC
pair_13_(John 8:32)	1		AndreaMariaC
pair_64_(2 Corinthians 5:17)	3		AndreaMariaC
pair_99_(2 Corinthians 5:17)	3		AndreaMariaC
pair_58_(Hebrews 11:1)	3		AndreaMariaC
pair_58_(John 8:32)	2		AndreaMariaC
pair_26_(Ephesians 5:25)	3		AndreaMariaC
pair_47_(1 Samuel 16:7)	3		AndreaMariaC
pair_133_(1 John 4:8)	2		AndreaMariaC
pair_78_(Ephesians 5:25)	3		AndreaMariaC
pair_37_(Jeremiah 17:9)	2		AndreaMariaC
pair_117_(Genesis 1:1)	3		AndreaMariaC
pair_31_(1 Samuel 16:7)	3		AndreaMariaC
pair_66_(1 John 4:8)	3		AndreaMariaC
pair_149_(1 John 4:8)	3		AndreaMariaC
pair_97_(Genesis 1:1)	3		AndreaMariaC
pair_57_(Hebrews 11:1)	3		AndreaMariaC
pair_116_(1 Samuel 16:7)	2		Nisha
pair_117_(Hebrews 11:1)	2		Nisha
pair_116_(Hebrews 11:1)	1		Nisha
pair_61_(John 8:32)	1		Nisha
pair_94_(Exodus 20:3)	2		Nisha
pair_130_(Hebrews 11:1)	3		AndreaMariaC
pair_116_(1 John 4:8)	3		Nisha
pair_144_(John 8:32)	2		Nisha
pair_21_(2 Corinthians 5:7)	3		AndreaMariaC
pair_43_(Jeremiah 17:9)	3		AndreaMariaC
pair_31_(Exodus 20:3)	3		AndreaMariaC
pair_3_(John 8:32)	3		AndreaMariaC
pair_30_(2 Corinthians 5:7)	3		Nisha
pair_55_(Hebrews 11:1)	3		AndreaMariaC
pair_85_(Ephesians 5:25)	2		Nisha
pair_54_(2 Corinthians 5:17)	2		AndreaMariaC
pair_82_(Hebrews 11:1)	3		Nisha
pair_66_(Genesis 1:1)	2		AndreaMariaC
pair_70_(2 Corinthians 5:17)	1		Nisha
pair_23_(Ephesians 5:25)	3		AndreaMariaC
pair_60_(Jeremiah 17:9)	1		Nisha
pair_98_(John 8:32)	2		Nisha
pair_130_(John 8:32)	1		Nisha
pair_95_(Hebrews 11:1)	3		AndreaMariaC
pair_101_(Jeremiah 17:9)	2		Nisha
pair_68_(Jeremiah 17:9)	1		AndreaMariaC
pair_7_(1 Samuel 16:7)	1		AndreaMariaC
pair_84_(Genesis 1:1)	3		AndreaMariaC
pair_27_(2 Corinthians 5:7)	3		Nisha
pair_140_(1 Samuel 16:7)	3		AndreaMariaC
pair_114_(John 8:32)	1		Nisha
pair_89_(Ephesians 5:25)	1		Nisha
pair_21_(Hebrews 11:1)	1		AndreaMariaC
pair_7_(Jeremiah 17:9)	3		AndreaMariaC
pair_41_(Jeremiah 17:9)	3		Nisha
pair_29_(Jeremiah 17:9)	1		Nisha
pair_145_(1 Samuel 16:7)	2		Nisha
pair_6_(1 Samuel 16:7)	1		Nisha
pair_58_(Exodus 20:3)	2		Nisha
pair_128_(1 Samuel 16:7)	3		Nisha
pair_86_(1 John 4:8)	3		Nisha
pair_35_(Hebrews 11:1)	1		Nisha
pair_44_(Jeremiah 17:9)	1		Nisha
pair_48_(Hebrews 11:1)	2		Nisha
pair_2_(1 John 4:8)	3		Nisha
pair_90_(Exodus 20:3)	1		Nisha
pair_113_(Genesis 1:1)	2		Nisha
pair_87_(Genesis 1:1)	2		Nisha
pair_138_(1 John 4:8)	3		Nisha
pair_102_(Exodus 20:3)	1		Nisha
pair_2_(John 8:32)	1		Nisha
pair_9_(Hebrews 11:1)	1		Nisha
pair_39_(Exodus 20:3)	2		Nisha
pair_75_(1 Samuel 16:7)	2		Nisha
pair_91_(Ephesians 5:25)	1		Nisha
pair_14_(Exodus 20:3)	2		Nisha
pair_99_(Genesis 1:1)	1		Nisha
pair_73_(Jeremiah 17:9)	1		Nisha
pair_148_(1 Samuel 16:7)	3		Nisha
pair_122_(Jeremiah 17:9)	2		AndreaMariaC
pair_93_(1 John 4:8)	2		AndreaMariaC
pair_90_(Jeremiah 17:9)	1		AndreaMariaC
pair_77_(Ephesians 5:25)	2		AndreaMariaC
pair_111_(Ephesians 5:25)	4		AndreaMariaC
pair_116_(Jeremiah 17:9)	4		AndreaMariaC
pair_147_(Hebrews 11:1)	2		AndreaMariaC
pair_3_(Ephesians 5:25)	3		AndreaMariaC
pair_104_(John 8:32)	1		AndreaMariaC
pair_96_(1 Samuel 16:7)	2		Nisha
pair_82_(2 Corinthians 5:7)	3		AndreaMariaC
pair_34_(Hebrews 11:1)	2		AndreaMariaC
pair_62_(2 Corinthians 5:17)	2		AndreaMariaC
pair_12_(Hebrews 11:1)	3		AndreaMariaC
pair_62_(1 John 4:8)	3		AndreaMariaC
pair_38_(1 Samuel 16:7)	3		AndreaMariaC
pair_117_(1 Samuel 16:7)	2		Nisha
pair_43_(Ephesians 5:25)	3		AndreaMariaC
pair_16_(Ephesians 5:25)	1		Nisha
pair_147_(1 John 4:8)	3		AndreaMariaC
pair_145_(2 Corinthians 5:17)	2		AndreaMariaC
pair_83_(2 Corinthians 5:7)	2		AndreaMariaC
pair_49_(Ephesians 5:25)	3		AndreaMariaC
pair_57_(Genesis 1:1)	2		Nisha
pair_35_(Genesis 1:1)	1		Nisha
pair_0_(Jeremiah 17:9)	1		Nisha
pair_31_(2 Corinthians 5:17)	3		AndreaMariaC
pair_93_(1 Samuel 16:7)	2		AndreaMariaC
pair_126_(Exodus 20:3)	2		Nisha
pair_19_(John 8:32)	1		Nisha
pair_31_(Jeremiah 17:9)	1		Nisha
pair_4_(Exodus 20:3)	2		AndreaMariaC
pair_51_(Ephesians 5:25)	3		AndreaMariaC
pair_59_(Exodus 20:3)	3		AndreaMariaC
pair_13_(Exodus 20:3)	3		AndreaMariaC
pair_62_(Jeremiah 17:9)	2		AndreaMariaC
pair_57_(1 John 4:8)	3		Nisha
pair_59_(1 Samuel 16:7)	3		AndreaMariaC
pair_96_(1 Samuel 16:7)	3		AndreaMariaC
pair_145_(1 Samuel 16:7)	3		AndreaMariaC
pair_3_(1 John 4:8)	3		AndreaMariaC
pair_116_(1 Samuel 16:7)	3		AndreaMariaC
pair_132_(Hebrews 11:1)	3		AndreaMariaC
pair_31_(Hebrews 11:1)	1		AndreaMariaC
pair_25_(2 Corinthians 5:7)	4		AndreaMariaC
pair_63_(2 Corinthians 5:7)	3		AndreaMariaC
pair_136_(Ephesians 5:25)	3		AndreaMariaC
pair_141_(John 8:32)	1		Nisha
pair_12_(Exodus 20:3)	2		AndreaMariaC
pair_49_(Ephesians 5:25)	3		Nisha
pair_63_(2 Corinthians 5:7)	2		Nisha
pair_65_(John 8:32)	2		AndreaMariaC
pair_4_(2 Corinthians 5:17)	1		Nisha
pair_71_(Jeremiah 17:9)	3		AndreaMariaC
pair_45_(2 Corinthians 5:17)	2		AndreaMariaC
pair_116_(Exodus 20:3)	3		AndreaMariaC
pair_100_(Exodus 20:3)	1		Nisha
pair_89_(Ephesians 5:25)	2		AndreaMariaC
pair_30_(2 Corinthians 5:7)	3		AndreaMariaC
pair_143_(Genesis 1:1)	2		Nisha
pair_68_(Genesis 1:1)	1		Nisha
pair_47_(Ephesians 5:25)	1		Nisha
pair_112_(Exodus 20:3)	1		Nisha
pair_57_(1 Samuel 16:7)	1		Nisha
pair_44_(John 8:32)	1		Nisha
pair_22_(Exodus 20:3)	3		Nisha
pair_106_(John 8:32)	1		Nisha
pair_124_(Exodus 20:3)	2		Nisha
pair_26_(Exodus 20:3)	3		AndreaMariaC
pair_88_(Exodus 20:3)	2		AndreaMariaC
pair_116_(Exodus 20:3)	2		Nisha
pair_140_(John 8:32)	1		Nisha
pair_131_(2 Corinthians 5:17)	1		Nisha
pair_34_(1 Samuel 16:7)	2		Nisha
pair_121_(John 8:32)	1		Nisha
pair_53_(John 8:32)	2		Nisha
pair_92_(Ephesians 5:25)	1		Nisha
pair_46_(Genesis 1:1)	1		Nisha
pair_108_(Genesis 1:1)	2		Nisha
pair_40_(1 Samuel 16:7)	1		Nisha
pair_119_(2 Corinthians 5:7)	2		AndreaMariaC
pair_143_(Ephesians 5:25)	3		Nisha
pair_122_(John 8:32)	2		AndreaMariaC
pair_100_(Hebrews 11:1)	1		Nisha
pair_46_(John 8:32)	3		AndreaMariaC
pair_89_(Genesis 1:1)	2		Nisha
pair_134_(Jeremiah 17:9)	2		Nisha
pair_15_(2 Corinthians 5:17)	3		AndreaMariaC
pair_115_(Exodus 20:3)	1		Nisha
pair_73_(John 8:32)	2		Nisha
pair_37_(Ephesians 5:25)	1		Nisha
pair_133_(Exodus 20:3)	2		AndreaMariaC
pair_83_(1 Samuel 16:7)	1		AndreaMariaC
pair_56_(John 8:32)	2		Nisha
pair_89_(1 Samuel 16:7)	1		Nisha
pair_31_(Ephesians 5:25)	3		Nisha
pair_73_(Hebrews 11:1)	2		AndreaMariaC
pair_101_(John 8:32)	1		Nisha
pair_118_(John 8:32)	2		Nisha
pair_147_(Jeremiah 17:9)	2		AndreaMariaC
pair_16_(John 8:32)	1		Nisha
pair_39_(Hebrews 11:1)	3		Nisha
pair_8_(Exodus 20:3)	2		Nisha
pair_115_(1 Samuel 16:7)	2		Nisha
pair_142_(Jeremiah 17:9)	1		Nisha
pair_34_(2 Corinthians 5:7)	3		Nisha
pair_133_(2 Corinthians 5:17)	2		Nisha
pair_118_(2 Corinthians 5:17)	1		Nisha
pair_145_(Genesis 1:1)	2		Nisha
pair_127_(2 Corinthians 5:17)	3		Nisha
pair_26_(1 Samuel 16:7)	3		Nisha
pair_42_(Genesis 1:1)	2		Nisha
pair_137_(Jeremiah 17:9)	2		Nisha
pair_30_(Exodus 20:3)	2		AndreaMariaC
pair_113_(Genesis 1:1)	1		AndreaMariaC
pair_149_(2 Corinthians 5:17)	3		AndreaMariaC
pair_29_(1 Samuel 16:7)	4		Nisha
pair_58_(Genesis 1:1)	2		Nisha
pair_87_(2 Corinthians 5:17)	3		AndreaMariaC
pair_9_(Jeremiah 17:9)	3		AndreaMariaC
pair_141_(1 Samuel 16:7)	4		Nisha
pair_130_(1 Samuel 16:7)	3		AndreaMariaC
pair_65_(Genesis 1:1)	2		AndreaMariaC
pair_36_(Genesis 1:1)	2		AndreaMariaC
pair_148_(2 Corinthians 5:7)	1		Nisha
pair_90_(2 Corinthians 5:17)	1		Nisha
pair_61_(2 Corinthians 5:7)	2		Nisha
pair_92_(Hebrews 11:1)	2		Nisha
pair_8_(1 John 4:8)	1		Nisha
pair_128_(Ephesians 5:25)	3		AndreaMariaC
pair_38_(John 8:32)	2		AndreaMariaC
pair_105_(John 8:32)	2		AndreaMariaC
pair_89_(1 Samuel 16:7)	1		AndreaMariaC
pair_90_(2 Corinthians 5:7)	3		AndreaMariaC
pair_20_(Ephesians 5:25)	3		Nisha
pair_65_(Exodus 20:3)	3		AndreaMariaC
pair_62_(1 Samuel 16:7)	1		Nisha
pair_134_(Exodus 20:3)	2		AndreaMariaC
pair_129_(Exodus 20:3)	2		AndreaMariaC
pair_141_(Exodus 20:3)	1		Nisha
pair_55_(Exodus 20:3)	4		AndreaMariaC
pair_72_(John 8:32)	1		Nisha
pair_34_(1 Samuel 16:7)	2		AndreaMariaC
pair_36_(2 Corinthians 5:17)	2		AndreaMariaC
pair_94_(Hebrews 11:1)	2		AndreaMariaC
pair_85_(2 Corinthians 5:7)	2		AndreaMariaC
pair_84_(1 John 4:8)	3		AndreaMariaC
pair_30_(Hebrews 11:1)	3		AndreaMariaC
pair_143_(Hebrews 11:1)	1		AndreaMariaC
