instanceID	label	comment	annotator
pair_75_(Matthew 7:1)	1		Nisha
pair_50_(1 Corinthians 13:4)	4		shur
pair_115_(1 Corinthians 13:4)	3		shur
pair_81_(1 Corinthians 13:4)	4		Nisha
pair_47_(1 Corinthians 13:4)	3		shur
pair_108_(Matthew 7:1)	2		Nisha
pair_93_(Matthew 7:1)	2		Nisha
pair_123_(1 Corinthians 13:4)	4		Nisha
pair_43_(Matthew 7:1)	1		Nisha
pair_84_(Matthew 7:1)	1		Nisha
pair_138_(Matthew 7:1)	1		Nisha
pair_21_(1 Corinthians 13:4)	4		Nisha
pair_89_(Matthew 7:1)	1		Nisha
pair_38_(Matthew 7:1)	1		Nisha
pair_50_(1 Corinthians 13:4)	4		Nisha
pair_11_(Matthew 7:1)	1		Nisha
pair_74_(Matthew 7:1)	2		Nisha
pair_146_(1 Corinthians 13:4)	2		Nisha
pair_93_(1 Corinthians 13:4)	2		Nisha
pair_76_(1 Corinthians 13:4)	2		Nisha
pair_116_(Matthew 7:1)	1		Nisha
pair_58_(Matthew 7:1)	1		Nisha
pair_115_(Matthew 7:1)	1		Nisha
pair_15_(1 Corinthians 13:4)	3		Nisha
pair_45_(1 Corinthians 13:4)	3		Nisha
pair_62_(Matthew 7:1)	2		Nisha
pair_147_(Matthew 7:1)	1		Nisha
pair_41_(1 Corinthians 13:4)	2		Nisha
pair_149_(Matthew 7:1)	2		Nisha
pair_13_(1 Corinthians 13:4)	2		Nisha
pair_35_(1 Corinthians 13:4)	3		Nisha
pair_68_(1 Corinthians 13:4)	3		Nisha
pair_9_(1 Corinthians 13:4)	2		Nisha
pair_62_(1 Corinthians 13:4)	2		Nisha
pair_22_(1 Corinthians 13:4)	2		Nisha
pair_55_(1 Corinthians 13:4)	3		Nisha
pair_85_(Matthew 7:1)	3		shur
pair_88_(1 Corinthians 13:4)	1		shur
pair_79_(Matthew 7:1)	3		shur
pair_101_(Matthew 7:1)	1		shur
pair_64_(Matthew 7:1)	1		Nisha
pair_132_(1 Corinthians 13:4)	2		Nisha
pair_44_(1 Corinthians 13:4)	2		Nisha
pair_0_(Matthew 7:1)	2		Nisha
pair_81_(Matthew 7:1)	2		Nisha
pair_34_(Matthew 7:1)	2		Nisha
pair_36_(Matthew 7:1)	2		Nisha
pair_14_(Matthew 7:1)	1		Nisha
pair_29_(Matthew 7:1)	2		Nisha
pair_73_(1 Corinthians 13:4)	3		Nisha
pair_145_(Matthew 7:1)	1		Nisha
pair_8_(Matthew 7:1)	1		Nisha
pair_107_(Matthew 7:1)	1		Nisha
pair_79_(Matthew 7:1)	2		Nisha
pair_17_(Matthew 7:1)	3		Nisha
pair_48_(Matthew 7:1)	1		Nisha
pair_97_(1 Corinthians 13:4)	3		Nisha
pair_133_(Matthew 7:1)	1		Nisha
pair_104_(1 Corinthians 13:4)	2		Nisha
pair_99_(1 Corinthians 13:4)	3		Nisha
pair_133_(1 Corinthians 13:4)	3		shur
pair_69_(1 Corinthians 13:4)	2		shur
pair_69_(1 Corinthians 13:4)	2		Nisha
pair_31_(1 Corinthians 13:4)	3		Nisha
pair_68_(Matthew 7:1)	1		Nisha
pair_131_(1 Corinthians 13:4)	3		Nisha
pair_5_(1 Corinthians 13:4)	2		Nisha
pair_127_(Matthew 7:1)	1		Nisha
pair_104_(Matthew 7:1)	1		Nisha
pair_18_(1 Corinthians 13:4)	3		Nisha
pair_4_(1 Corinthians 13:4)	2		Nisha
pair_73_(Matthew 7:1)	1		Nisha
pair_142_(Matthew 7:1)	1		Nisha
pair_3_(1 Corinthians 13:4)	2		Nisha
pair_6_(1 Corinthians 13:4)	2		Nisha
pair_53_(1 Corinthians 13:4)	2		Nisha
pair_90_(Matthew 7:1)	2		Nisha
pair_32_(1 Corinthians 13:4)	2		Nisha
pair_113_(Matthew 7:1)	1		Nisha
pair_24_(1 Corinthians 13:4)	2		Nisha
pair_8_(1 Corinthians 13:4)	2		Nisha
pair_39_(Matthew 7:1)	1		Nisha
pair_16_(Matthew 7:1)	1		Nisha
pair_22_(Matthew 7:1)	1		Nisha
pair_91_(1 Corinthians 13:4)	2		Nisha
pair_34_(1 Corinthians 13:4)	2		Nisha
pair_72_(Matthew 7:1)	2		Nisha
pair_82_(Matthew 7:1)	1		Nisha
pair_16_(1 Corinthians 13:4)	2		Nisha
pair_30_(1 Corinthians 13:4)	2		Nisha
pair_125_(1 Corinthians 13:4)	2		Nisha
pair_27_(Matthew 7:1)	2		Nisha
pair_107_(1 Corinthians 13:4)	1		Nisha
pair_59_(1 Corinthians 13:4)	2		Nisha
pair_28_(Matthew 7:1)	2		Nisha
pair_85_(Matthew 7:1)	1		Nisha
pair_143_(Matthew 7:1)	1		Nisha
pair_64_(1 Corinthians 13:4)	2		Nisha
pair_32_(Matthew 7:1)	1		Nisha
pair_57_(1 Corinthians 13:4)	1		Nisha
pair_147_(1 Corinthians 13:4)	2		Nisha
pair_15_(Matthew 7:1)	2		Nisha
pair_96_(1 Corinthians 13:4)	2		Nisha
pair_35_(Matthew 7:1)	2		Nisha
pair_94_(1 Corinthians 13:4)	3		Nisha
pair_59_(Matthew 7:1)	1		Nisha
pair_109_(1 Corinthians 13:4)	2		Nisha
pair_88_(Matthew 7:1)	1		Nisha
pair_148_(Matthew 7:1)	1		Nisha
pair_31_(Matthew 7:1)	1		Nisha
pair_120_(1 Corinthians 13:4)	2		Nisha
pair_71_(1 Corinthians 13:4)	1		Nisha
pair_94_(Matthew 7:1)	1		Nisha
pair_80_(1 Corinthians 13:4)	1		Nisha
pair_124_(1 Corinthians 13:4)	1		Nisha
pair_67_(Matthew 7:1)	2		Nisha
pair_96_(Matthew 7:1)	1		Nisha
pair_138_(1 Corinthians 13:4)	3		Nisha
pair_137_(1 Corinthians 13:4)	2		Nisha
pair_117_(1 Corinthians 13:4)	2		Nisha
pair_143_(1 Corinthians 13:4)	2		Nisha
pair_44_(Matthew 7:1)	2		Nisha
pair_99_(Matthew 7:1)	2		Nisha
pair_65_(1 Corinthians 13:4)	4		Nisha
pair_79_(1 Corinthians 13:4)	3		Nisha
pair_120_(Matthew 7:1)	2		Nisha
pair_105_(1 Corinthians 13:4)	1		Nisha
pair_78_(Matthew 7:1)	1		Nisha
pair_29_(1 Corinthians 13:4)	2		Nisha
pair_144_(Matthew 7:1)	1		Nisha
pair_21_(Matthew 7:1)	1		Nisha
pair_134_(1 Corinthians 13:4)	2		Nisha
pair_36_(1 Corinthians 13:4)	4		shur
pair_8_(1 Corinthians 13:4)	1		shur
pair_117_(1 Corinthians 13:4)	3		shur
pair_65_(1 Corinthians 13:4)	3		shur
pair_24_(Matthew 7:1)	2		shur
pair_122_(Matthew 7:1)	3		shur
pair_124_(Matthew 7:1)	1		shur
pair_31_(1 Corinthians 13:4)	4		shur
pair_65_(Matthew 7:1)	1		shur
pair_104_(Matthew 7:1)	1		shur
pair_39_(1 Corinthians 13:4)	4		shur
pair_18_(1 Corinthians 13:4)	4		shur
pair_136_(Matthew 7:1)	3		shur
pair_50_(Matthew 7:1)	1		shur
pair_129_(1 Corinthians 13:4)	3		shur
pair_140_(Matthew 7:1)	1		shur
pair_114_(1 Corinthians 13:4)	3		shur
pair_85_(1 Corinthians 13:4)	4		shur
pair_67_(Matthew 7:1)	3		shur
pair_115_(Matthew 7:1)	1		shur
pair_22_(1 Corinthians 13:4)	4		shur
pair_33_(1 Corinthians 13:4)	3		shur
pair_73_(Matthew 7:1)	3		shur
pair_74_(Matthew 7:1)	4		shur
pair_92_(Matthew 7:1)	2		shur
pair_36_(Matthew 7:1)	3		shur
pair_121_(Matthew 7:1)	3		shur
pair_88_(Matthew 7:1)	1		shur
pair_106_(1 Corinthians 13:4)	4		shur
pair_41_(Matthew 7:1)	1		shur
pair_148_(Matthew 7:1)	2		shur
pair_43_(1 Corinthians 13:4)	3		shur
pair_101_(1 Corinthians 13:4)	3		shur
pair_6_(Matthew 7:1)	1		shur
pair_140_(1 Corinthians 13:4)	4		shur
pair_52_(Matthew 7:1)	1		shur
pair_128_(Matthew 7:1)	1		shur
pair_48_(Matthew 7:1)	1		shur
pair_58_(Matthew 7:1)	1		shur
pair_0_(1 Corinthians 13:4)	3		shur
pair_95_(1 Corinthians 13:4)	3		shur
pair_114_(Matthew 7:1)	2		shur
pair_133_(Matthew 7:1)	2		shur
pair_66_(1 Corinthians 13:4)	1		shur
pair_126_(Matthew 7:1)	2		shur
pair_57_(1 Corinthians 13:4)	2		shur
pair_52_(1 Corinthians 13:4)	4		shur
pair_26_(Matthew 7:1)	1		shur
pair_86_(1 Corinthians 13:4)	4		shur
pair_149_(Matthew 7:1)	2		shur
pair_15_(1 Corinthians 13:4)	2		shur
pair_28_(1 Corinthians 13:4)	3		shur
pair_25_(1 Corinthians 13:4)	2		shur
pair_30_(1 Corinthians 13:4)	3		shur
pair_4_(1 Corinthians 13:4)	2		shur
pair_42_(Matthew 7:1)	2		shur
pair_117_(Matthew 7:1)	3		shur
pair_15_(Matthew 7:1)	3		shur
pair_131_(1 Corinthians 13:4)	2		shur
pair_121_(1 Corinthians 13:4)	3		shur
pair_51_(1 Corinthians 13:4)	2		shur
pair_55_(Matthew 7:1)	1		shur
pair_63_(Matthew 7:1)	1		shur
pair_24_(1 Corinthians 13:4)	1		shur
pair_73_(1 Corinthians 13:4)	2		shur
pair_40_(1 Corinthians 13:4)	4		shur
pair_16_(1 Corinthians 13:4)	2		shur
pair_81_(1 Corinthians 13:4)	4		shur
pair_19_(1 Corinthians 13:4)	3		shur
pair_62_(1 Corinthians 13:4)	3		shur
pair_37_(Matthew 7:1)	1		shur
pair_66_(Matthew 7:1)	3		shur
pair_120_(Matthew 7:1)	3		shur
pair_8_(Matthew 7:1)	1		shur
pair_29_(Matthew 7:1)	4		shur
pair_130_(Matthew 7:1)	1		shur
pair_17_(Matthew 7:1)	3		shur
pair_83_(1 Corinthians 13:4)	4		shur
pair_89_(1 Corinthians 13:4)	3		shur
pair_83_(Matthew 7:1)	1		shur
pair_91_(1 Corinthians 13:4)	3		shur
pair_122_(1 Corinthians 13:4)	3		shur
pair_19_(Matthew 7:1)	1		shur
pair_116_(1 Corinthians 13:4)	3		shur
pair_44_(1 Corinthians 13:4)	4		shur
pair_100_(1 Corinthians 13:4)	1		shur
pair_23_(Matthew 7:1)	3		shur
pair_41_(1 Corinthians 13:4)	3		shur
pair_22_(Matthew 7:1)	1		shur
pair_56_(Matthew 7:1)	2		shur
pair_68_(1 Corinthians 13:4)	4		shur
pair_42_(1 Corinthians 13:4)	3		shur
pair_97_(Matthew 7:1)	4		shur
pair_113_(1 Corinthians 13:4)	3		shur
pair_20_(Matthew 7:1)	1		shur
pair_75_(1 Corinthians 13:4)	4		shur
pair_127_(Matthew 7:1)	3		shur
pair_108_(1 Corinthians 13:4)	3		shur
pair_111_(1 Corinthians 13:4)	3		shur
pair_99_(1 Corinthians 13:4)	1		shur
pair_131_(Matthew 7:1)	1		shur
pair_61_(Matthew 7:1)	1		shur
pair_92_(1 Corinthians 13:4)	3		shur
pair_78_(1 Corinthians 13:4)	1		shur
pair_141_(1 Corinthians 13:4)	4		shur
pair_82_(1 Corinthians 13:4)	1		shur
pair_43_(Matthew 7:1)	3		shur
pair_46_(Matthew 7:1)	1		shur
pair_90_(1 Corinthians 13:4)	3		shur
pair_111_(Matthew 7:1)	2		shur
pair_71_(1 Corinthians 13:4)	2		shur
pair_23_(1 Corinthians 13:4)	3		shur
pair_143_(Matthew 7:1)	1		shur
pair_86_(Matthew 7:1)	3		shur
pair_110_(1 Corinthians 13:4)	1		shur
pair_20_(1 Corinthians 13:4)	3		shur
pair_135_(Matthew 7:1)	2		shur
pair_96_(Matthew 7:1)	3		shur
pair_105_(1 Corinthians 13:4)	3		shur
pair_78_(Matthew 7:1)	1		shur
pair_125_(1 Corinthians 13:4)	1		shur
pair_37_(1 Corinthians 13:4)	3		shur
pair_90_(Matthew 7:1)	2		shur
pair_149_(1 Corinthians 13:4)	3		shur
pair_2_(1 Corinthians 13:4)	4		shur
pair_34_(Matthew 7:1)	3		shur
pair_14_(1 Corinthians 13:4)	3		shur
pair_134_(1 Corinthians 13:4)	3		shur
pair_53_(1 Corinthians 13:4)	3		shur
pair_6_(1 Corinthians 13:4)	3		shur
pair_137_(Matthew 7:1)	3		shur
pair_98_(1 Corinthians 13:4)	3		shur
pair_7_(1 Corinthians 13:4)	4		shur
pair_60_(Matthew 7:1)	2		AndreaMariaC
pair_24_(Matthew 7:1)	2		AndreaMariaC
pair_77_(1 Corinthians 13:4)	3		AndreaMariaC
pair_105_(1 Corinthians 13:4)	2		AndreaMariaC
pair_114_(Matthew 7:1)	2		AndreaMariaC
pair_1_(1 Corinthians 13:4)	2		AndreaMariaC
pair_94_(Matthew 7:1)	1		AndreaMariaC
pair_137_(1 Corinthians 13:4)	1		shur
pair_40_(Matthew 7:1)	1		AndreaMariaC
pair_53_(1 Corinthians 13:4)	2		AndreaMariaC
pair_62_(Matthew 7:1)	2		AndreaMariaC
pair_34_(1 Corinthians 13:4)	2		AndreaMariaC
pair_24_(1 Corinthians 13:4)	1		AndreaMariaC
pair_41_(1 Corinthians 13:4)	2		AndreaMariaC
pair_11_(Matthew 7:1)	1		AndreaMariaC
pair_67_(1 Corinthians 13:4)	1		AndreaMariaC
pair_120_(1 Corinthians 13:4)	2		AndreaMariaC
pair_99_(1 Corinthians 13:4)	3		AndreaMariaC
pair_8_(1 Corinthians 13:4)	2		AndreaMariaC
pair_48_(Matthew 7:1)	1		AndreaMariaC
pair_41_(Matthew 7:1)	1		AndreaMariaC
pair_76_(1 Corinthians 13:4)	2		AndreaMariaC
pair_10_(Matthew 7:1)	2		AndreaMariaC
pair_145_(1 Corinthians 13:4)	2		AndreaMariaC
pair_56_(Matthew 7:1)	1		AndreaMariaC
pair_68_(Matthew 7:1)	1		AndreaMariaC
pair_18_(Matthew 7:1)	1		AndreaMariaC
pair_14_(Matthew 7:1)	1		shur
pair_82_(Matthew 7:1)	2		AndreaMariaC
pair_35_(Matthew 7:1)	1		shur
pair_98_(Matthew 7:1)	2		shur
pair_21_(Matthew 7:1)	1		shur
pair_54_(1 Corinthians 13:4)	4		shur
pair_64_(1 Corinthians 13:4)	3		shur
pair_141_(Matthew 7:1)	2		shur
pair_145_(Matthew 7:1)	1		shur
pair_77_(Matthew 7:1)	3		shur
pair_3_(1 Corinthians 13:4)	1		shur
pair_127_(1 Corinthians 13:4)	1		shur
pair_64_(Matthew 7:1)	1		shur
pair_107_(1 Corinthians 13:4)	3		shur
pair_82_(Matthew 7:1)	2		shur
pair_139_(1 Corinthians 13:4)	4		shur
pair_53_(Matthew 7:1)	4		shur
pair_136_(1 Corinthians 13:4)	3		shur
pair_138_(Matthew 7:1)	1		shur
pair_132_(Matthew 7:1)	1		shur
pair_87_(1 Corinthians 13:4)	3		shur
pair_17_(1 Corinthians 13:4)	3		shur
pair_60_(1 Corinthians 13:4)	3		shur
pair_84_(1 Corinthians 13:4)	3		shur
pair_145_(1 Corinthians 13:4)	2		shur
pair_45_(1 Corinthians 13:4)	2		shur
pair_26_(1 Corinthians 13:4)	2		shur
pair_143_(1 Corinthians 13:4)	2		shur
pair_93_(1 Corinthians 13:4)	2		shur
pair_135_(1 Corinthians 13:4)	3		shur
pair_126_(1 Corinthians 13:4)	1		shur
pair_0_(Matthew 7:1)	1		shur
pair_72_(Matthew 7:1)	3		shur
pair_21_(1 Corinthians 13:4)	4		shur
pair_91_(Matthew 7:1)	1		shur
pair_105_(Matthew 7:1)	3		shur
pair_69_(Matthew 7:1)	4		AndreaMariaC
pair_25_(Matthew 7:1)	4		shur
pair_140_(Matthew 7:1)	2		AndreaMariaC
pair_31_(Matthew 7:1)	1		shur
pair_93_(Matthew 7:1)	1		AndreaMariaC
pair_8_(Matthew 7:1)	1		AndreaMariaC
pair_60_(1 Corinthians 13:4)	3		AndreaMariaC
pair_5_(Matthew 7:1)	3		shur
pair_129_(1 Corinthians 13:4)	3		AndreaMariaC
pair_77_(1 Corinthians 13:4)	3		shur
pair_25_(Matthew 7:1)	2		AndreaMariaC
pair_49_(1 Corinthians 13:4)	4		shur
pair_63_(1 Corinthians 13:4)	3		shur
pair_55_(1 Corinthians 13:4)	3		shur
pair_107_(Matthew 7:1)	2		shur
pair_10_(Matthew 7:1)	3		shur
pair_32_(1 Corinthians 13:4)	3		shur
pair_4_(Matthew 7:1)	4		shur
pair_118_(1 Corinthians 13:4)	3		shur
pair_42_(1 Corinthians 13:4)	1		AndreaMariaC
pair_76_(1 Corinthians 13:4)	3		shur
pair_142_(1 Corinthians 13:4)	3		shur
pair_94_(Matthew 7:1)	3		shur
pair_124_(1 Corinthians 13:4)	2		AndreaMariaC
pair_142_(1 Corinthians 13:4)	3		AndreaMariaC
pair_42_(Matthew 7:1)	2		AndreaMariaC
pair_74_(1 Corinthians 13:4)	3		shur
pair_103_(Matthew 7:1)	1		shur
pair_12_(Matthew 7:1)	4		shur
pair_146_(1 Corinthians 13:4)	3		shur
pair_49_(Matthew 7:1)	3		shur
pair_38_(Matthew 7:1)	3		shur
pair_125_(Matthew 7:1)	3		shur
pair_138_(1 Corinthians 13:4)	4		shur
pair_9_(Matthew 7:1)	1		shur
pair_142_(Matthew 7:1)	3		shur
pair_97_(1 Corinthians 13:4)	1		shur
pair_89_(Matthew 7:1)	1		shur
pair_96_(1 Corinthians 13:4)	3		shur
pair_60_(Matthew 7:1)	1		shur
pair_103_(1 Corinthians 13:4)	3		shur
pair_46_(1 Corinthians 13:4)	4		shur
pair_84_(1 Corinthians 13:4)	3		AndreaMariaC
pair_1_(Matthew 7:1)	1		shur
pair_68_(Matthew 7:1)	1		shur
pair_47_(Matthew 7:1)	1		shur
pair_109_(Matthew 7:1)	3		shur
