lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
Whoever_does_not_love_does_not_know_God_because_God_is_love				84_(1 John 4:8)-c1		...Whoever does not love does not know God, because God is love. In John 3:16, God loves world. In 1 John 4:8, God is love. Love is who He is and what He does. Love is an action word that is supernatural in every way. Take the time to love the way He does and not the way you think you should. #maketodaygreat god's love	3:63	0:320
Whoever_does_not_love_does_not_know_God_because_God_is_love				77_(1 John 4:8)-c2		The truth is that God loves everyone. This includes you. His love is not conditional; it is rooted in God's character and based on the fact that He is a God of love. 1 John 4:8 says, "Whoever does not love does not know God, because God is love"	184:244	0:245
Whoever_does_not_love_does_not_know_God_because_God_is_love				80_(1 John 4:8)-c1		Whoever does not love does not know God, because God is love. [He is the originator of love, and it is an enduring attribute of His nature. If all they do is cause you hurt, they are not of God!	0:60	0:194
Whoever_does_not_love_does_not_know_God_because_God_is_love				76_(1 John 4:8)-c1		Whoever does not love does not know God, because God is love. All Mighty God loves us just the way we are AND too much to leave us that way. May we not resent leaving useless, mean, unholy, inequitable, unGodly, ... ways behind and grasp and hold dear to God's ways of doing and being right, amen.	0:60	0:297
Whoever_does_not_love_does_not_know_God_because_God_is_love				86_(1 John 4:8)-c2		Whoever does not love does not know God, because God is love.  So we have come to know and to believe the love that God has for us. God is love, and whoever abides in love abides in God, and God abides in him.	0:60	0:209
Whoever_does_not_love_does_not_know_God_because_God_is_love				81_(1 John 4:8)-c2		"Whoever does not love does not know God, because God is love." "Loving" is not merely an activity of God, nor is love an attribute, per se, but God IS love. The human capacity to love is a gift from God. Without God, love cannot be defined or even exist. God is love.	1:61	0:268
Whoever_does_not_love_does_not_know_God_because_God_is_love				79_(1 John 4:8)-c2		If you are reading this, just know that... God loves you 😍. Whoever does not love does not know God, because God is love	60:120	0:120
Whoever_does_not_love_does_not_know_God_because_God_is_love				85_(1 John 4:8)-c1		God is love, you don't know God, and you believe Love is harmful, i.e. you don't know what love is. Sad. "Whoever does not love does not know God, because God is love."	106:166	0:168
Whoever_does_not_love_does_not_know_God_because_God_is_love				79_(1 John 4:8)-c1		Furthermore, God has given us a spirit of love. Love is a foundational characteristic of God Himself, as stated in 1 John 4:8, "Whoever does not love does not know God, because God is love."	128:188	0:190
Whoever_does_not_love_does_not_know_God_because_God_is_love				86_(1 John 4:8)-c1		Correction, love is not love. God is love. "Whoever does not love does not know God, because God is love. In this the love of God was made manifest among us, that God sent his only Son into the world, so that we might live through him"	44:104	0:235
Whoever_does_not_love_does_not_know_God_because_God_is_love				78_(1 John 4:8)-c2		Whoever does not love does not know God, because God is love. To truly love, we must first know God. Love starts with God and ends with God because #GodIsLove. Love never fails.	0:60	0:177
Whoever_does_not_love_does_not_know_God_because_God_is_love				87_(1 John 4:8)-c2		Whoever does not love does not know God, because God is love. Those little funny feelings you get around a person are just emotions. They don't last. Love is not a feeling. That is why over half of people who do marry end up with divorced, because they got deceived by their feelings.	0:60	0:284
Whoever_does_not_love_does_not_know_God_because_God_is_love				76_(1 John 4:8)-c2		Whoever does not love does not know God, because God is love. God showed how much he loved us by sending his one and only Son into the world so that we might have eternal life through him. This is real love - not that we loved God, but that he loved us and sent his Son as a sacrifice to take away our sins.	0:60	0:307
Whoever_does_not_love_does_not_know_God_because_God_is_love				77_(1 John 4:8)-c1		At the same time, 1 John 4:8 says, "Whoever does not love does not know God, because God is Love." God is love... the magnitude of this is also difficult for us to understand. The most compassion, care, empathy, sympathy, sacrifice, we can feel or express is just a drop compared to God's love, because God is Love.	36:96	0:315
Whoever_does_not_love_does_not_know_God_because_God_is_love				89_(1 John 4:8)-c2		Love is a foundational characteristic of God Himself. Whoever does not love does not know God, because God is love. As believers, we are called to love one another, just as God has loved us	54:114	0:189
Whoever_does_not_love_does_not_know_God_because_God_is_love				75_(1 John 4:8)-c1		Love is one of God's most central attributes. The Scriptures tell us that: Whoever does not love does not know God, because God is love." God's love is clearly shown in His plan for our salvation, which was worked out through His only Son as a sacrifice for us.	75:135	0:261
Whoever_does_not_love_does_not_know_God_because_God_is_love				83_(1 John 4:8)-c1		Whoever does not love does not know God, because God is love. You desire love, but more so, you *need* love.  It's what God created you for.  No love on earth, no matter how fulfilling, can fully satisfy your heart, because only the One who created it can fill it.  God's love is beautiful and can make you weep.	0:60	0:312
Whoever_does_not_love_does_not_know_God_because_God_is_love				82_(1 John 4:8)-c1		God Is Loving - God Infinitely, Unchangingly Loves Us. Thus, let us love one another because whoever does not love does not know God, because God is love	93:153	0:153
Whoever_does_not_love_does_not_know_God_because_God_is_love				82_(1 John 4:8)-c2		Whoever does not love does not know God, because God is love. When we talk about the love of God, it's actually the demonstration of the righteousness of God. The love of God is the righteousness of God at work. Why does God love? It's because of His righteousness.	0:60	0:265
Whoever_does_not_love_does_not_know_God_because_God_is_love				88_(1 John 4:8)-c1		There is no excuse for not LOVing. Whoever does not love does not know God, because God is love.	35:95	0:96
