dataID	context	indices_target_token	indices_target_sentence	lemma
343_(Leviticus 20:13)-c1	Pope Francis calls laws criminalizing homosexuality unjust and asserts: Homosexuality is not a crime. The pontiff says God loves all his children just as they are. Is Pope Francis trying to contradict the Holy scriptures?? It comes from Leviticus 20:13: If a man lies with a male as with a woman, both of them have committed an abomination & they shall be put to death, their blood is upon them.	254:295	0:395	If a man lies with a male as with a woman
339_(Leviticus 20:13)-c1	We were put on this planet to love one another, just as God loved us first. But we were also put here to procreate. This is the reason why "If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death"	140:181	0:261	If a man lies with a male as with a woman
336_(Leviticus 20:13)-c1	Fact check: the school was taking steps to reduce LGBT+ bullying. The claimant then decided to give a series of anti-LGBT+ assemblies. He read to the school: "if a man lies with a male as with a woman, both of them have committed an abomination; they shall be put to death."	159:200	0:274	If a man lies with a male as with a woman
331_(Leviticus 20:13)-c2	There are 6 places in the Bible that explicitly prohibit homosexual behavior: one of these is found in 'If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death'	104:145	0:225	If a man lies with a male as with a woman
341_(Leviticus 20:13)-c1	Pope Francis ain't God.. he's a human being who yearns to impress everyone. IMPOSSIBLE! If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them. So, says Jehovah God!!	88:129	0:258	If a man lies with a male as with a woman
345_(Leviticus 20:13)-c2	In saying the above quotes, Pope Francis committed heresy. The Pope contradicted what God said to Moses in Leviticus 20:13, when he responded to Giona. In Leviticus 20:13 God says:If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death	180:221	0:300	If a man lies with a male as with a woman
333_(Leviticus 20:13)-c2	If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them. I don't think there's any mention about lesbians being an abonination	0:41	0:217	If a man lies with a male as with a woman
340_(Leviticus 20:13)-c1	Who am I to judge a gay person of goodwill who seeks the Lord? - Said by Pope francis..ask him to check Leviticus 20:13. If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death	121:162	0:241	If a man lies with a male as with a woman
337_(Leviticus 20:13)-c2	God loves homosexuals just hates what they do. Look up abomination. Worst word ever written. "if a man lies with a male as with a woman, both of them have committed an abomination"	94:135	0:180	If a man lies with a male as with a woman
338_(Leviticus 20:13)-c1	Agree we must love each other. However, let's not pretend Bible doesn't condemn Homosexuality. "If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them."	96:137	0:244	If a man lies with a male as with a woman
342_(Leviticus 20:13)-c2	In Christianity it has happened with leaders coming forward after years of "If a man lies with a male as with a woman, both of them have committed an abomination". According to Pope Francis & others homosexuality is not a crime but remains a sin. Do you think this kind of acceptance is possible by the Islamic leaders?	76:117	0:319	If a man lies with a male as with a woman
334_(Leviticus 20:13)-c1	The rainbow is a sign from our Creator that he would never again flood the earth. The deviant pride movement stole it. If a man lies with a male as with a woman, the two of them have done an abhorrent thing; they shall be put to death	119:160	0:234	If a man lies with a male as with a woman
333_(Leviticus 20:13)-c1	You Godless fools! You do not celebrate that which God has deemed an abomination! You shall not lie with a male as with a woman; it is an abomination. If a man lies with a male as with a woman, both of them have committed an abomination	151:192	0:236	If a man lies with a male as with a woman
