dataID	context	indices_target_token	indices_target_sentence	lemma
251_(John 15:13)-c1	Jesus does not command you to hate gay people or anybody. It's quite the opposite. Jesus said: "My command is this: Love each other as I have loved you. Greater love has no one than this: to lay down one's life for one's friends.". Christians = love every 1	153:228	0:257	Greater love has no one than this: to lay down one's life for one's friends
243_(John 15:13)-c1	I laugh every time i see other christian's hating on the LGBTQ. Read John 15:12-13: My command is this: Love each other as I have loved you. Greater love has no one than this: to lay down one's life for one's friends. LOVE EACH OTHER, I'm doing what God tells me.	141:216	0:263	Greater love has no one than this: to lay down one's life for one's friends
249_(John 15:13)-c2	I don't consider myself super patriotic, but I respect those who serve and put themselves on the line. Kind of felt I should do this. Happy Memorial Day, and thank you for your service. Greater love has no one than this: to lay down one's life for one's friends.	186:261	0:262	Greater love has no one than this: to lay down one's life for one's friends
248_(John 15:13)-c1	Putin entered Ukraine to protect Russian speakers in the East. So is there a commandment saying 'You shall not protect'? Are not the Russians laying down their lives for their friends?  John 15: 13 Greater love has no one than this: to lay down one's life for one's friends.	198:273	0:274	Greater love has no one than this: to lay down one's life for one's friends
243_(John 15:13)-c2	It is to get people out of their misery, out of this genocide. "Greater love has no one than this: to lay down one's life for one's friends.." #Putin #UkraineRussiaWar #StopPutinNOW	64:139	0:181	Greater love has no one than this: to lay down one's life for one's friends
253_(John 15:13)-c1	Furthermore, I'm a cis gay man. But even if I was trans, why is it any of your business? It's not. You need to open that book more John 15:12-13. "My command is this: Love each other as I have loved you. Greater love has no one than this: to lay down one's life for one's friends."	204:279	0:281	Greater love has no one than this: to lay down one's life for one's friends
244_(John 15:13)-c2	And no, dear Putin! The Gospel (Greater love has no one than this: to lay down one's life for one's friends) is not quoted out of turn in rallies. All the more so because you are killing and not giving life.	32:107	0:207	Greater love has no one than this: to lay down one's life for one's friends
249_(John 15:13)-c1	Christ expressed his love "by his action" of forfeiting his life in order to provide everlasting life for repentant sinners. Greater love has no one than this: to lay down one's life for one's friends.	125:200	0:201	Greater love has no one than this: to lay down one's life for one's friends
254_(John 15:13)-c2	In regards to the bravery and courage of the Russian troops on the battlefront 🇷🇺☦️ Last night Putin quoted Christ from the gospel of John 15:13.	0:75	0:145	Greater love has no one than this: to lay down one's life for one's friends
254_(John 15:13)-c1	It's not a competition, my dear Muslim brother. Our love for Christ knows no bounds as we believe "Greater love has no one than this: to lay down one's life for one's friends" and we believe Jesus Died for our sins that we may live.	99:174	0:232	Greater love has no one than this: to lay down one's life for one's friends
242_(John 15:13)-c1	Noone has ever loved you like Lord #JesusChrist He chose to go through torture and sacrificed himself for all of us. Crucifixion was the most painful death invented by the romans. Greater love has no one than this: to lay down one's life for one's friends.	180:255	0:256	Greater love has no one than this: to lay down one's life for one's friends
250_(John 15:13)-c1	My command is this: Love each other as I have loved you. Greater love has no one than this: to lay down one's life for one's friends. ... Gay, Lesbian, Trans, Queer, Always Love other people whatever they are.	57:132	0:209	Greater love has no one than this: to lay down one's life for one's friends
244_(John 15:13)-c1	Teach your children to honor those who have made freedom possible by paying the ultimate price 🌌🌌: Greater love has no one than this: to lay down one's life for one's friends.	99:174	0:175	Greater love has no one than this: to lay down one's life for one's friends
252_(John 15:13)-c1	My command is this: Love each other as I have loved you. Greater love has no one than this: to lay down one's life for one's friends. But if you're a Rugby League player you don't have to love the gays... well fuck you, bigots	57:132	0:226	Greater love has no one than this: to lay down one's life for one's friends
240_(John 15:13)-c1	Love is fulfilled when it Loves without limits. The spear pierced His Heart like an arrow of Love... We're drowning in Love. Greater love has no one than this: to lay down one's life for one's friends.	125:200	0:201	Greater love has no one than this: to lay down one's life for one's friends
240_(John 15:13)-c2	Putin quotes John 15:13 to hail Ukraine invasion at Moscow rally: 'The words from the Bible'. Greater love has no one than this: to lay down one's life for one's friends. Putin said	94:169	0:181	Greater love has no one than this: to lay down one's life for one's friends
242_(John 15:13)-c2	"Greater love has no one than this: to lay down one's life for one's friends" Putin tells the assembled crowd as he quotes the Bible. This lunatic is now invoking the scriptures to justify killing innocent people.	1:76	0:213	Greater love has no one than this: to lay down one's life for one's friends
251_(John 15:13)-c2	Today we honor, thank, and remember the brave men and women of the United States Armed Forces who made the ultimate sacrifice for our country and freedoms. Greater love has no one than this: to lay down one's life for one's friends.	156:231	0:232	Greater love has no one than this: to lay down one's life for one's friends
247_(John 15:13)-c1	Love is service, love is sacrifice, love is putting down everything that makes you pumped up with pride for the benefit of another, that is why Jesus Christ said: "Greater love has no one than this: to lay down one's life for one's friends". Your partner is your friend	164:239	0:269	Greater love has no one than this: to lay down one's life for one's friends
246_(John 15:13)-c2	Lord comfort those whom our brave men and women, who served our country, have left behind. Forgive our sins, heal our land, and bring this country back to you. In Jesus name! "Greater love has no one than this: to lay down one's life for one's friends".	176:251	0:253	Greater love has no one than this: to lay down one's life for one's friends
