lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
Better_is_open_rebuke_than_hidden_love				134_(Proverbs 27:5)-c1		"""Better is open rebuke than hidden love. Faithful are the wounds of a friend; profuse are the kisses of an enemy.""Got a good and needed dose of this today. Thankful for faithful wounds. Thankful for faithful wounds and to be rebuked. This is the base of friendship. Aplogies my friend."	1:39	0:285
Better_is_open_rebuke_than_hidden_love				122_(Proverbs 27:5)-c1		Looking for good friends? Consider this aspect of friendship too: Better is open rebuke than hidden love	66:104	0:104
Better_is_open_rebuke_than_hidden_love				122_(Proverbs 27:5)-c2		Better is open rebuke than hidden love. Faithful are the wounds of a friend; but the kisses of an enemy are deceitful. Your friend is in the wrong and instead of correcting him you lash out. You have fallen into the trap of Jesse Kelly Rino Tribalism.	0:38	0:251
Better_is_open_rebuke_than_hidden_love				124_(Proverbs 27:5)-c1		Better is open rebuke than hidden love. Faithful are the wounds of a friend (Proverbs 27:5-6a). Your best friendships will include honest and loving feedback. Not deceitful or irresponsible behavior, be a true friend and not a fake friend. God will ALWAYS have the final SAY!🙏🏽🙏🏽🙏🏽	0:38	0:281
Better_is_open_rebuke_than_hidden_love				120_(Proverbs 27:5)-c1		"""Better is open rebuke than hidden love. Faithful are the wounds of a friend; profuse are the kisses of an enemy.""A friend will tell you the truth even if it upsets you because they genuinely care about you. Calling people to repentance is loving."	1:39	0:247
Better_is_open_rebuke_than_hidden_love				131_(Proverbs 27:5)-c1		Better is open rebuke than hidden love. My job is to speak truth in love (not the counterfeit love the world offers like the love of money or other perverted lusts disguised as 'love')	0:38	0:184
Better_is_open_rebuke_than_hidden_love				133_(Proverbs 27:5)-c2		"""Better is open rebuke than hidden love. Faithful are the wounds of a friend; profuse are the kisses of an enemy."" Truth is always #Offensive to fools."	1:39	0:151
Better_is_open_rebuke_than_hidden_love				134_(Proverbs 27:5)-c2		There is no judgement in this, a fact is a fact. Better is open rebuke than hidden love.You shared your situation publicly and hence people are also responding publicly. If you are not already living a life of sin with this boyfriend please try your best second remedy	49:87	0:268
Better_is_open_rebuke_than_hidden_love				130_(Proverbs 27:5)-c1		"Dear Friend, OFFEND ME IN TRUTH, BUT PLEASE DO NOT CONSOLE ME IN SECRET HATRED.""Better is open rebuke than hidden love"""	80:118	0:119
Better_is_open_rebuke_than_hidden_love				127_(Proverbs 27:5)-c2		"""Better is open rebuke than hidden love."" Believer or not, Proverbs is full of wisdom and this one has served me well. Feeling bad that someone is about to walk off a cliff because they thought they could fly, but saying nothing in case it offends won't save them."	1:39	0:264
