lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
The_rain_came_down_the_streams_rose_and_the_winds_blew				260_(Matthew 7:25)-c2		Amen 😍🙏. Come and join your local Christian community on Sunday, with elegant look, for your love, your dream & happiness.. The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall, because it had its foundation on the rock. ❌ 	124:180	0:276
The_rain_came_down_the_streams_rose_and_the_winds_blew				268_(Matthew 7:25)-c1		Amen 😍🙏 #Faith #Hope #Love #Trust man who built his house on the rock. The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall, because it had its foundation on the #Rock Jesus!	71:127	0:227
The_rain_came_down_the_streams_rose_and_the_winds_blew				255_(Matthew 7:25)-c2		Satanists/masons are running the show right now. But a house built on mistruths will crumble. A foolish man who built his house on sand. The rain came down, the streams rose, and the winds blew and beat against that house, and it fell with a great crash.	137:193	0:254
The_rain_came_down_the_streams_rose_and_the_winds_blew				268_(Matthew 7:25)-c2		DO NOT WORRY BRETHRENS, KENYA KWISHA HOUSE IS BUILT ON SAND! The rain came down, the streams rose, and the winds blew and beat against that house, and it fell with a great crash.	61:117	0:178
The_rain_came_down_the_streams_rose_and_the_winds_blew				269_(Matthew 7:25)-c2		Even in the storm -Jesus is our rock! "The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall, because it had its foundation on the rock."	39:95	0:189
The_rain_came_down_the_streams_rose_and_the_winds_blew				267_(Matthew 7:25)-c1		The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall, because it had its foundation on the rock. Be sure to build on the Rock otherwise a tsunami will run you over with a Big Bang!. 	0:56	0:235
The_rain_came_down_the_streams_rose_and_the_winds_blew				266_(Matthew 7:25)-c2		Sand Castle: The rain came down, the streams rose, and the winds blew and beat against that house, and it fell with a great crash. You know your castle is going to fell	13:69	0:168
The_rain_came_down_the_streams_rose_and_the_winds_blew				262_(Matthew 7:25)-c1		The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall, because it had its foundation on the rock. This means Build your Life on Christ The Sure Foundation, the Chief Corner Stone	0:56	0:230
The_rain_came_down_the_streams_rose_and_the_winds_blew				257_(Matthew 7:25)-c1		When you are grounded in the word of God, you will still stand strong during every storm of life! The rain came down, the streams rose, and the winds blew and beat against that house; yet IT DID NOT FALL. Be blessed!	98:154	0:216
The_rain_came_down_the_streams_rose_and_the_winds_blew				259_(Matthew 7:25)-c2		The rain came down, the streams rose, and the winds blew and beat against Monty Williams and the Phoenix Suns. Yet it did not fall, because James Jones built this team on a foundation made of rock.	0:56	0:197
The_rain_came_down_the_streams_rose_and_the_winds_blew				255_(Matthew 7:25)-c1		Therefore everyone who hears these words of mine and puts them into practice is like a wise man who built his house on the rock. The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall	129:185	0:234
