dataID	context	indices_target_token	indices_target_sentence	lemma
559_(Jeremiah 17:9)	So true. This is why God said "The heart is deceitful above all things, and desperately wicked; who can know it?"Making idols out of the whims of the heart is a sure path to destruction.	31:112	0:186	The heart is deceitful above all things, and desperately wicked; who can know it?
560_(Jeremiah 17:9)	The world says, "Follow your heart!" The Word says, "The heart is deceitful above all things, and desperately wicked; who can know it?" 	53:134	0:136	The heart is deceitful above all things, and desperately wicked; who can know it?
561_(Jeremiah 17:9)	It proves God right when he said and Jeremiah 17:9 "The heart is deceitful above all things, and desperately wicked; who can know it? And to know that to be true all I have to do is look at my own heart	52:133	0:202	The heart is deceitful above all things, and desperately wicked; who can know it?
562_(Jeremiah 17:9)	Yes God does know our hearts but what does scripture say about that ? The heart is deceitful above all things, and desperately wicked; who can know it? Again .. I'm a scripturalist. I recommend you back up your beliefs by scripture and less generalizing	70:151	0:253	The heart is deceitful above all things, and desperately wicked; who can know it?
563_(Jeremiah 17:9)	Education & accomplishment aren't the answers for such evil. America has a heart-sin problem, and only Jesus can cure that. The heart is deceitful above all things, and desperately wicked; who can know it?	124:205	0:205	The heart is deceitful above all things, and desperately wicked; who can know it?
564_(Jeremiah 17:9)	I understand these things make you upset. Praying that our Lord Jesus will give you understanding. Our flesh hates God's ways, but our Spirit embraces the Truth. The heart is deceitful above all things, and desperately wicked; who can know it?	162:243	0:243	The heart is deceitful above all things, and desperately wicked; who can know it?
565_(Jeremiah 17:9)	The heart is deceitful above all things, and desperately wicked; who can know it? Accurate reflection on society and human nature.	0:81	0:130	The heart is deceitful above all things, and desperately wicked; who can know it?
566_(Jeremiah 17:9)	Mental Illness. The heart is deceitful above all things, and desperately wicked; who can know it?	16:97	0:97	The heart is deceitful above all things, and desperately wicked; who can know it?
567_(Jeremiah 17:9)	He claims they felt uprooted. Feelings don't effect reality. They followed their feelings (heart) of wanting to be like God & chose an actual uprooting from safety and goodness. The heart is deceitful above all things, and desperately wicked; who can know it?	178:259	0:259	The heart is deceitful above all things, and desperately wicked; who can know it?
568_(Jeremiah 17:9)	The heart is deceitful above all things, and desperately wicked; who can know it? "I the Lord search the heart and test the mind, to give every man according to his ways, according to the fruit of his deeds."	0:81	0:208	The heart is deceitful above all things, and desperately wicked; who can know it?
569_(Jeremiah 17:9)	If you heart or your self feel peace go for it otherwise. The heart is deceitful above all things, and desperately wicked; who can know it?	58:139	0:139	The heart is deceitful above all things, and desperately wicked; who can know it?
570_(Jeremiah 17:9)	 "The heart is deceitful above all things, and desperately wicked; Who can know it?" In my opinion bro if we really had all the answers then this world wouldn't be going from bad to worse since we could just find the answers to all the issues in the world ourselves	2:83	0:265	The heart is deceitful above all things, and desperately wicked; who can know it?
571_(Jeremiah 17:9)	The heart is deceitful above all things, And desperately wicked; Who can know it? Matthew 4:4[4]But He answered and said, "It is written, 'Man shall not live by bread alone, but by every word that proceeds from the mouth of God."	0:81	0:229	The heart is deceitful above all things, and desperately wicked; who can know it?
572_(Jeremiah 17:9)	Easy Bible. Jeremiah 17:9 [9]The heart is deceitful above all things, and desperately wicked; who can know it?	29:110	0:110	The heart is deceitful above all things, and desperately wicked; who can know it?
